NUMERO_REGISTRO_record_number,DENOMINACION_FOSA_grave_name,TIPO_FOSA_grave_type,FECHA_FOSA_grave_date,MUNICIPIO_municipality,PROVINCIA_province,COMAUTONOM_autonomous_community,TIPO_INTERVENCION_intervention_type,FECHA_INTERVENCION_intervention_date,ESTADO_ACTUAL_current_grave_status,NUMERO_PERSONAS_FOSA_number_people_grave,NUMERO_PERSONAS_EXHUMADAS_number_people_exhumed,NUMERO_PERSONAS_IDENTIFICADAS_number_people_identified,ENTIDAD_PROMOTORA_sponsoring_institution,ENTIDAD_INFORMANTE_reporting_entity,OBSERVACIONES_observations,,
1043/2009 GERO,NO CONSTA,,,Pardines,Girona,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,,,,,,,,
1042/2009 GERO,NO CONSTA,,,Pardines,Girona,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,9,9,0,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:26/03/1959,,
2282/2010 GERO,Fosa en el cementerio de Ribes de Freser,,,Ribes de Freser,Girona,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"Las defunciones inscritas en Ribes se inician con soldados muertos el 29 de julio de 1938 y la última inscripción es del 6 de febrero de 1939. Ribes de Freser fue ocupado el día 8 y Núria el día 9. Todo parece indicar que los soldados muertos fueron inhumados en el cementerio, aunque actualmente se desconoce la ubicación de la fosa dentro del recinto",,
1044/2009 GERO,NO CONSTA,,,Ripoll,Girona,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,2,2,0,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:26/03/1959,,
1045/2009 GERO,NO CONSTA,,,Sant Feliu de Guíxols,Girona,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,1,1,1,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:26/03/1959,,
2223/2010 GERO,Fosa en el Cementerio de Sant Feliu de Guíxols,,,Sant Feliu de Guíxols,Girona,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"""El listado mencionado que se conserva en el Ayuntamiento, """"Relación de los militares enterrados en el cementerio de esta ciudad durante los días 4 y 5 de febrero de 1939, segun ficha de identificación depositadas junto al cadáver"""" se compone de 34 nombres, la mayoría de ellos italianos y todos ellos pertenecientes a las """"Flechas Azules"""" de la División Littorio. La fecha de la muerte de todos ellos son los días 4 y 5 de febrero, días en los que la población fue ocupada por las tropas franquistas, que encontraron cierta resistencia por parte de los soldados republicanos, y el documento especifico que cada uno de ellos tiene una botella con su identificación junto al cadáver. Es lógico pensar que si hubo 34 muertos por parte de las tropas rebeldes también las hubiera por parte de las republicanas, por lo tanto no se puede descartar la existencia de otra fosa en el cementerio con soldados en este caso republicanos y de fosas por los alrededores de la población, aunque a día de hoy no estén localizadas.""",,
1046/2009 GERO,NO CONSTA,,,Sant Ferriol,Girona,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,1,1,0,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:26/03/1959,,
1047/2009 GERO,NO CONSTA,,,Sant Gregori,Girona,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,36,36,0,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:26/03/1959,,
1048/2009 GERO,NO CONSTA,,,Sant Julià de Ramis,Girona,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,3,3,0,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:26/03/1959,,
1049/2009 GERO,NO CONSTA,,,Sant Martí de Llémena,Girona,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,6,6,0,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:26/03/1959,,
1050/2009 GERO,NO CONSTA,,,Sant Miquel de Campmajor,Girona,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,21,21,0,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:26/03/1959,,
1051/2009 GERO,NO CONSTA,,,Sarrià de Ter,Girona,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,1,1,0,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:26/03/1959,,
1052/2009 GERO,NO CONSTA,,,"Tallada d´Empordà, La",Girona,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,7,7,0,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:26/03/1959,,
1053/2009 GERO,NO CONSTA,,,Terrades,Girona,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,32,32,0,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:26/03/1959,,
1054/2009 GERO,NO CONSTA,,,Tortellà,Girona,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,1,1,1,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:26/03/1959,,
1055/2009 GERO,NO CONSTA,,,Toses,Girona,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,11,11,0,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:26/03/1959,,
1056/2009 GERO,NO CONSTA,,,Vilademuls,Girona,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,1,1,1,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:26/03/1959,,
1057/2009 GERO,NO CONSTA,,,Viladrau,Girona,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,8,8,0,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:26/03/1959,,
2285/2010 LERI,Fosa en el término municipal de Abella de la Conca,,,Abella de la Conca,Lleida,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"Cuando el frente se estabilizó en abril de 1938, Abella de la Conca quedó bajo dominio republicano, quedándose las tropas rebeldes a muy poca distancia. La fosa, o varias fosas que pueden haber por el término, tal y como especifica la Guardia Civil, debieron nacer sobre todo de los enfrentamientos del mes de mayo, igual que en Sant Romà d'Abella, así como los primeros días de la ofensiva final.",,
2265/2010 LERI,Fosa en el Cementerio de Albagés,,,"Albagés, l",Lleida,Cataluña,,,DESAPARECIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"Entre el 26 y 29 de diciembre de 1938 se produjeron graves enfrentamientos en esta zona. Los combates que se produjeron indican que, con probabilidad muy alta, las inhumaciones individuales o colectivas por el término deben ser numerosas. No se sabe ni el lugar ni el número de muertos inhumados en el cementerio.",,
2242/2010 LERI,Fosa en el Cementerio de Alcanó,,,Alcanó,Lleida,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"Los restos de los soldados fueron inhumados en el cementerio. Una vez finalizó la guerra, fueron trasladados 21 restos de soldados italianos hacia Fraga. Aparte, se exhumaron cuerpos alrededor de Alcanó y se reinhumaron en el cementerio, en una franja alargada. Estos restos pertenecían a soldados españoles, unos 97. Estos serían los que se encuentran en Alcanó.",,
2243/2010 LERI,Fosa en el Cementerio de Alcarrás,,,Alcarràs,Lleida,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"Alcarràs es una población ubicada en la orilla derecha del río Segre y entre la cabeza de puente de Seròs y de la ciudad de Lleida, el cementerio debía acoger los soldados del ejército rebelde muertos en los combates de aquella zona, sobre todo de la cabeza de puente de Soses, dado que como se verá los soldados muertos de Lleida en su gran mayoría eran trasladados al cementerio de Alpicat.",,
2241/2010 LERI,Fosa en el Cementerio de Alfés,,,Alfés,Lleida,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,Según la Causa General en esta localidad hubo un hospital de campaña durante unos pocos días. Las víctimas fueron inhumadas en el cementerio.,,
2239/2010 LERI,Fosa en el Cementerio de Alpicat,,,Alpicat,Lleida,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"De esta fosa se tiene toda la información de quienes fueron inhumados, los datos de éstos y las medidas de la fosa: unos seis metros de ancho por 25 de largo. Desde marzo de 1938 en abril de 1939 el cementerio de Alpicat fue utilizado para sustituir al de Lleida, que quedó bajo dominio de las tropas republicanas en la orilla izquierda del río Segre. En el cementerio de Alpicat se inhumaban militares y civiles, muertos en el frente o en la retaguardia víctimas de bombardeo, por enfermedad o heridas de guerra. De los estudios que se han hecho se sabe que, en total, se inhumaron 146 militares, 264 civiles y 8 desconocidos.",,
2233/2010 LERI,Fosa en el Cementerio de Balaguer,,,Balaguer,Lleida,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"""En Balaguer el ejército rebelde consiguió asentar una cabeza de puente de varios kilómetros en la orilla izquierda del río Segre. La zona fue ocupada por la 54ª División Nacional entre los días 9 y 10 de abril, después de construir un puente de madera sin que las tropas republicanas reaccionaran a tiempo y tuvieran la capacidad de impedirlo. Alrededor de Balaguer, en la margen izquierda del río, en zona teóricamente republicana, las tropas de la 54ª División crearon una media luna de terreno ocupado que iba desde la cota 320 (llamada y conocida como el Merengue), pasando por la cota 361 (Morinyol), cortando la carretera de Balaguer en Bellcaire d'Urgell más allá de La Ràpita y hasta Vallfogona de Balaguer. Por parte del ejército rebelde, es de suponer que sus heridos y muertos en la batalla eran trasladados hasta Balaguer, donde si los primeros no sobrevivían eran inhumados con los segundos en el cementerio municipal. Las víctimas de las tropas republicanas debieron ser retiradas en la medida de lo posible hacia posiciones alejadas de la línea de fuego, aunque muchos cadáveres debieron permanecer en el mismo lugar de la muerte y, en algunos casos, enterrados allí mismo por sus enemigos. Aunque no se tienen datos de donde fueron inhumados los soldados republicanos muertos y no se conoce en concreto la fosa resultante de las víctimas republicanas de los combates de la cabeza de puente, que debieron ser en número considerable se debe considerar el hecho de que puede haber algunas fosas con un número elevado de cuerpos en los alrededores del lugar que fue cabeza de puente aunque hay que tener siempre presente que los cuerpos también pudieran ser incinerados.""",,
2249/2010 LERI,Fosa en el Cementerio de Bellpuig,,,Bellpuig,Lleida,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"Se localizan dos fosas en el cementerio, nacidas de la existencia del Hospital Militar. Según información del juez de paz, también fueron inhumados cuerpos que se encontraron por el término una vez hubieran ocupado la población las tropas franquistas.",,
2251/2010 LERI,Fosa en el Cementerio de Es Bordes,,,"Bòrdes, Es",Lleida,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,Es posible que haya restos de maquis. La fosa se encuentra dentro del cementerio,,
2266/2010 LERI,Fosa en el Cementerio de Les Borges Blanques,,,"Borges Blanques, Les",Lleida,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"Es probable que los muertos que se producían fueran inhumados en el cementerio. Si que existe una fosa en el cementerio donde fueron enterrados las víctimas del bombardeo que sufrió la población el 2 de abril de 1938. Las víctimas fueron civiles y soldados, muchos de estos últimos no se pudieron identificar. Por otra parte, todo indica que en esta fosa se inhumaron varios soldados republicanos fusilados acusados de deserción por parte XII CE.",,
2248/2010 LERI,Fosa en el Cementerio de Castellserá,,,Castellserà,Lleida,Cataluña,,,NO INTERVENIDA,,83,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"El castillo del Remei, en Castellserà, con el avance de las tropas franquistas sobre Cataluña, se convirtió en polvorín y parte en hospital militar. El 20 de enero de 1939, cuando se estaban manipulando proyectiles de varios camiones, explotó uno y la reacción en cadena provocó una gran explosión que mató a los soldados que estaban en el castillo, así como ocho civiles. Todos los soldados fueron enterrados en una fosa común del cementerio. De estos se sabía la identidad de 66, 17 no se pudieron identificar.",,
2238/2010 LERI,Fosa en el Cementerio de Cervera,,,Cervera,Lleida,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"Los soldados muertos en el hospital militar de Cervera eran enterrados en el cementerio en largas zanjas. El hospital también fue utilizado por las tropas franquistas. En su caso los soldados muertos eran inhumados de manera individual en el cementerio. Las fechas con más mortalidad son del 23 al 31 de mayo de 1938, coincidiendo con los ataques republicanos a varias cabezas de puente del río Segre. Aunque las defunciones no se detienen, sí disminuyen a partir de principios de junio y son más espaciadas hasta mediados de agosto, cuando vuelven a incrementarse.",,
2234/2010 LERI,Fosa en el Cementerio de Cubells,,,Cubells,Lleida,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"Con la estabilización del frente en abril de 1938 Cubells quedó situado en la inmediata retaguardia republicana de la cabeza de puente de Balaguer y justo detrás de la población y el pantano de Camarasa. A partir de la ofensiva de diciembre de 1938 los muertos fueron muchos por la zona y más si se tiene en cuenta que entre el 28 y el 31 de diciembre de 1938 los combates fueron continuos, unos para avanzar y otros intentando defender territorio. La documentación del Ayuntamiento informando al Gobierno Civil de Lleida, no obstante, no menciona en este caso nada de los soldados republicanos, cuando las víctimas por el término forzosamente fueron muy numerosas.",,
2299/2011 LERI,Fosa en Prat del Rector,,,Escaló,Lleida,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"Las víctimas fueron inhumadas en el margen derecho de la carretera de Llavorsí en Escaló, entre el Hostal de Aidí y el puente del Cargol, en un lugar conocido como El Prat de Rector.",,
2300/2011 LERI,Fosa en Prat del Coixet,,,Estaron,Lleida,Cataluña,,,DESAPARECIDA,,7,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,Se trata de una fosa desaparecida debido a que los restos fueron trasladados al cementerio.,,
2304/2011 LERI,Fosas en el Cementerio de Figuerola d'Orcau y su entorno,,,Figuerola d'Orcau,Lleida,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"Según el informe que realizó la Guardia Civil en 1964 habla de que hay inhumados 12 personas en el cementerio municipal y 25 en torno al mismo. Los muertos posiblemente fueron soldados del ejército rebelde que, sin la posibilidad de que la atención de las heridas los salvara la vida, o bien muertos allí mismo, eran enterrados en el mismo pueblo de Figuerola d'Orcau ahorrando el viaje de trasladarlos hasta Tremp.",,
1030/2009 LERI,NO CONSTA,,,"Granadella, La",Lleida,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,1,1,1,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:26/03/1959,,
2246/2010 LERI,Fosa en el Cementerio de Llardecans,,,Llardecans,Lleida,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"Las fuentes orales hablan de que hubo un hospital habilitado y que las víctimas eran inhumados en el cementerio. En el cementerio hay un lugar en el que están enterrados soldados, sin que esté inscrita su defunción. Estas informaciones son corroboradas por la documentación del Valle de los Caídos, en que se habla de la inhumación de 142 soldados sin identificar.",,
2292/2010 LERI,Fosa en Prat de Gori,,,Llavorsí,Lleida,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"A finales de abril de 1938 las tropas franquistas fueron a buscar a su casa a varios vecinos de Llavorsí. En total 6 hombres que fueron muertos en El Prat de Gori, entre Rialb y Llavorsí, junto a la carretera. La fosa fue abierta en el mismo Prat.",,
1286/2009 LERI,NO CONSTA,,,Lleida,Lleida,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,502,563,563,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:21/07/1965,,
2240/2010 LERI,Fosa en el Cementerio de Lleida,,,Lleida,Lleida,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"La fosa del cementerio de Lleida ya era utilizada antes de la guerra, y lo siguió siendo después. Era la fosa propia del cementerio donde se inhumaba a la gente sin recursos. Durante la guerra y la posterior posguerra fueron enterrados víctimas de bombardeos, represaliados en la retaguardia, soldados muertos en los hospitales militares y víctimas de la represión franquista (182 + prisiones). En los años 60 unas 502 restos de soldados fueron trasladados al Valle de los Caídos.",,
2245/2010 LERI,Fosa en el Cementerio de Maials,,,Maials,Lleida,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"Parece ser que en Maials se habría instalado un hospital de primera línea, en la retaguardia del frente del Ebro y del Segre. Aunque no se tiene constancia de ningún fosa de soldados republicanos en el cementerio o en alguna zanja alrededor de la población, es muy posible su existencia, dado que la documentación conservada en el Archivo Municipal así lo atestigua. La fosa que se sabe a ciencia cierta que existe es una de soldados rebeldes que había que trasladar al Valle de los Caídos pero que finalmente el traslado fue suspendido. Los soldados ya habían sido exhumados del antiguo cementerio de la población y trasladados al nuevo.",,
1028/2009 LERI,NO CONSTA,,,Mollerussa,Lleida,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,1,1,1,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:26/03/1959,,
2308/2011 LERI,Fosa en el Cementerio de Montardit,,,Montardit de Baix,Lleida,Cataluña,,,NO INTERVENIDA,,19,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"Las víctimas fueron vecinos de Escaló y Rialp. Los vecinos de Escaló fueron trasladados al cementerio de Montardit donde fueron ejecutados. Al día siguiente fueron enterrados junto al cementerio con los vecinos de Rialp, muertos en la Taquilla de Sort.",,
2221/2010 LERI,Fosa en el Cementerio de Organyá,,1/12/1938,Organyà,Lleida,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"Organyà sufrió dos bombardeos durante la Guerra en los que murieron varios vecinos del pueblo y unos 30 soldados de los que había instalados entonces en la localidad. El primer bombardeo, el 1 de diciembre de 1938, provocó la muerte de 9 vecinos, (niños y hombres mayores) y unos 30 soldados. A pesar de que los vecinos fueron atendidos en el hospital que se había instalado en las escuelas de la población, no se pudo hacer nada. Estos fueron enterrados por sus familias, pero los soldados fueron inhumados en una zanja en el cementerio",,
1027/2009 LERI,NO CONSTA,,,"Pobla de Segur, La",Lleida,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,73,73,73,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:26/03/1959,,
1252/2009 LERI,Aristot,,,"Pont de Bar, El",Lleida,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,77,77,22,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:19/11/1962,,
2235/2010 LERI,Fosas en el Cementerio de Ponts,,,Ponts,Lleida,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"""En el cementerio de esta localidad exisitirían varias fosas comunes de soldados. A partir de la documentación que se conserva de Ponts se sabe que tanto las tropas republicanas como las franquistas instalaron un hospital militar. El republicano pertenecía al XI Cuerpo de Ejército. Se desconoce, sin embargo, el número de certificados emitidos y por tanto el número de muertos que el hospital sufrió. Es lógico suponer que los difuntos fueron inhumados en el cementerio, muy probablemente en fosa común. La otra documentación a la que se ha podido tener acceso se titula """"Cementerio Municipal de Ponts. Inhumaciones en el día 25 de Enero de 1939, el 26 y el 29 """". El documento está fechado el 24 de julio de 1940 y se recogen los nombres de quienes en estos días murieron, pertenecientes al ejército nacional. También se especifica el lugar de inhumación: """"Zanja primera de la izquierda"""", """"Zanja n º 2-Izquierda"""" y Zanja 1 ª """". En las dos primeras hay 16 inhumaciones, mientras que en la última hay 5.""",,
1253/2009 LERI,NO CONSTA,,,Rialp,Lleida,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,69,68,39,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:19/11/1962,,
2280/2010 LERI,Fosa Molina de Josepet,,5/11/1938,Rialp,Lleida,Cataluña,,,DESAPARECIDA,11,,11,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"Esta fosa actualmente se encuentra desaparecida ya que los restos fueron trasladados al cementerio de Rialp en los años 60. En el año 2004 los familiares pusieron una placa con la ayuda de la Generalitat, el Consejo Comarcal y el Ayuntamiento con los nombres de las víctimas.",,
2283/2010 LERI,Fosa en el cementerio de Sanaüja,,,Sanaüja,Lleida,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"Las defunciones que se produjeron en Sanaüja no fueron excesivamente elevadas, un total de 20 inscripciones, pero destaca el hecho de que casi todas se inscribieron el 25 de diciembre de 1938 (8 muertos), dos días después del ataque final de las tropas franquistas sobre Cataluña. Las otras se produjeron sobre todo los días siguientes hasta el 28 de enero, y se habían producido 2 con la estabilización del frente oeste del país. Según los testigos se abrió una zanja en el cementerio que sirvió de fosa común, en un extremo, donde fueron inhumados los soldados muertos. La fosa fue dignificada en febrero del año 2005.",,
2305/2011 LERI,Fosa al lado del Cementerio de Sant Romà d'Abella,,,Sant Romà d'Abella,Lleida,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"La segunda fosa más grande documentada actualmente, justo detrás de la línea de frente de la cabeza de puente de Tremp y probablemente nacida de los continuos combates en Sant Corneli, Orcau y el Monte de Cuencas donde, al igual que los otros cabeza de puente del Segre, se intentó una acometida por parte de los republicanos a partir del 23 de mayo. El objetivo republicano era llegar hasta Tremp, pero las tropas rebeldes se parapetaron eficazmente en Sant Corneli, privando el avance republicano. El pequeño núcleo de Sant Romà d'Abella cambió varias veces de manos, con combates muy duros y causando, en consecuencia, muchos muertos, y finalmente después de los combates del mes de mayo quedó bajo dominio republicano. Por su ubicación no es atrevido pensar que los muertos y heridos en la batalla eran trasladados hasta Sant Romà d'Abella, donde se inhumaban.",,
2247/2010 LERI,Fosa en el Cementerio de Serós,,,Seròs,Lleida,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"Se trataría de una fosa con restos de soldados republicanos. No se conoce la identidad de los restos inhumados en el cementerio y en ningún documento se especifica, como sucede en otros lugares, que fueron enterrados con una botella de vidrio a los pies del cadáver con sus datos.",,
2298/2011 LERI,Fosa de Matacanyes,,,Seròs,Lleida,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,Parece que la fosa se ubica entre las trincheras franquistas de la segunda terraza y el cementerio de Seròs. Los soldados inhumados habrían muerto durante los enfrentamientos de noviembre de 1938.,,
2217/2010 LERI,Fosa del Cementerio de La Seu d´Urgell,,,"Seu d´Urgell, La",Lleida,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"En el Registro Civil de la población hay inscritos hasta 70 soldados que murieron el hospital del X CE instalado en La Seu d'Urgell, parece ser que fue instalado en el convento de las monjas Lestonnac. Lo más probable es que todos los fallecidos fueran inhumados en el cementerio, aunque no se conoce el emplazamiento de la fosa. Es posible que cuando los militares, años después, se instalaron en el castillo de La Seu d'Urgell e hicieron suya una parcela del cementerio para la inhumación de los soldados muertos, lo ubicaran allí donde ya existía una fosa de soldados, como ocurrió en el cementerio de Manresa.",,
2302/2011 LERI,Fosa en el Cementerio de Sisteró-Pelagalls,,,Sisteró,Lleida,Cataluña,,,DESAPARECIDA,,14,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"En el cementerio de Sisteró-Pelagalls existía una fosa común de 14 soldados republicanos cuyas muertes fueron inscritas en el Registro Civil de los Plans de Sió. Estas muertes se registraron en el hospital militar que se habilitó en la localidad. Las muertes que se inscriben en el Registro Civil de los Plans de Sió, municipio al que pertenece Sisteró, ocurrieron entre el 2 y el 10 de enero de 1939, fechas en las que el frente se fue aproximado a la zona, ocupada el día 13 de enero. El 1 de noviembre de 2003 la fosa fue dignificada y se colocó una placa con los nombres de los 14 soldados en el lugar del cementerio donde se ubica.",,
1029/2009 LERI,NO CONSTA,,,"Soleràs, El",Lleida,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,2,2,2,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:26/03/1959,,
2264/2010 LERI,Fosa en el Cementerio de Soleràs,,,"Soleràs, El",Lleida,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"La documentación del Ayuntamiento recoge cifras de los enfrentamientos que hubo en esa localidad. 32 soldados rebeldes, casi todos identificados, y una anotación que habla de cuatro zanjas en el cementerio donde fueron inhumados los soldados republicanos. Además, según los vecinos, estarían enterrados por el campo 17 más. Testigos actuales hablan de que en esta localidad hubo un par de hospitales militares, lo que podría dar lugar a la existencia de más fosas en el cementerio.",,
2306/2011 LERI,Fosa en Prat del Fuster,,,Sorpe,Lleida,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"La fosa se encuentra fuera del cementerio. Parece ser que días después de la muerte de las víctimas, sus familiares intentaron exhumar los cuerpos y trasladarlos al cementerio, sin conseguirlo. Finalmente cubrieron la fosa con piedras.",,
2237/2010 LERI,Fosa en el Cementerio de Sort,LUCHA ARMADA,,Sort,Lleida,Cataluña,,,DESAPARECIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"""La serie de montañas que actualmente hacen de frontera administrativa entre las comarcas del Pallars Sobirà y el Alt Urgell también hicieron de frontera militar entre los dos ejércitos cuando el frente se estabilizó a partir del mes de abril de 1938. Los inhumados en el cementerio de Sort, población donde actualmente no se tiene ninguna constancia de que se instalara un hospital militar aunque sería lógico que se hubiera habilitado uno, debieron ser recogidos del frente por la descripción que se hace el año 1958: """"Durante el período que estuvo estacionado el frente de guerra en estos alrededores, se verificaron numerosos entierros depositándose los restos en fosas comunes sin poder individualizarse"""".""",,
2250/2010 LERI,Fosa en el Cementerio de Tárrega,,,Tàrrega,Lleida,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"""En esta fosa parece ser que se inhumaban las víctimas de los bombardeos en la ciudad los días 2 y 5 de abril 30 de noviembre y 21,27 y 31 de diciembre de 1938, así como los soldados que murieron en el hospital situado fuera de la población, en una masía llamada """"Mas Colom"""" o """"Mas d'en Colom"""". La documentación custodiada en el Centro de Historia Contemporánea de Cataluña confirma estos datos con el listado de nombres conservado de los soldados que murieron el """"Mas Colom"""" entre el 1 de abril de 1938 y el 22 de enero de 1939, un total de 32 soldados, los difuntos del mes de enero y todos pertenecientes al ejército rebelde.""",,
